codigo,precio,administracion,latitud,longitud,area,banos,habitaciones,porteria,antiguedad,estado,piso,parqueaderos,estrato,descripcion,pagina,fecha,codigo_busqueda,coords_modified,geometry,barrio,localidad,sitp_distancias_menores,sitp_nombres_menores,trasmi_distancias_menores,trasmi_nombres_menores,troncales_trasmi_menores,troncales_sitp_menores,parque_cercano,distancia_parque_m,is_cerca_parque,Componente1,price_score_base_ratio,score_base
10328374,980000000.0,1022300,4.6905281,-74.03981209999999,70.68559600694604,1.9410392993606953,1.0761821293247895,-0.22917471770414288,5.479997309016594,,8,0.8505663016452616,2.1095608932179877,"EXCELENTE OPORTUNIDAD!! Edificio  El Gran Mochuelo, Piso 8 
Dos formas de ingreso, una por escaleras y otra por ascensor directo al apartamento.
Sala comedor 
Cocina y zona de lavandería 
Baño del servicio
Estudió
Tres habitaciones dos con baño y walk in closet
Baño de habitaciones
Total 4 baños 
Habitacion1: closet muy buena iluminación
Habitacion2: closet y walk in closet, baño y balcón habitación principal 
Habitacion3: closet, walk in closet y baño.
Todo el Apartamento cuenta con iluminación natural 
El apartamento cuenta con vidrios antiruido 
Dos parqueaderos en línea cubiertos 
Depósito 
PRECIO NEGOCIABLE",finca_raiz,2024-06-14 19:08:58.331,10328374_finca_raiz,False,POINT (-74.03981209999999 4.6905281),MOLINOS NORTE,USAQUEN,"[0.05360013552683531, 0.11085334681013893, 0.13011607761793031, 0.18050415206313566, 0.22702262039156745]","['AK 11 - CL 109 (624A01)', 'AK 9 - DG 108A (193A01)', 'AK 9 - CL 107A (014A01)', 'AK 9 - CL 107A (192A01)', 'AK 9 - CL 110 (194A01)']","[1.8341571439928963, 1.912776765972223, 2.1127332609552387, 2.2394650353077847, 2.6700289261710894]","['Calle 106', 'Pepe Sierra', 'Calle 100 - Marketmedios', 'Calle 127', 'Suba - Calle 95']","['Autonorte', 'Autonorte', 'Autonorte', 'Autonorte', 'Suba']","['AK 11', 'AK 9', 'AK 9', 'AK 9', 'AK 9']",PARQUE METROPOLITANO EL COUNTRY,1.55,1,-0.5313047779483588,3250235.7466666666,75.0
7955281,2360000000.0,1267000,4.710732460021973,-74.02909851074219,141.37119201389208,2.4262991242008694,1.434909505766386,-0.22917471770414288,5.479997309016594,Excelente,5,1.2758494524678925,2.1095608932179877,"Amplio,  moderno y hermoso apartamento con área de 300m2,  completamente remodelado,  amplios espacios,  acceso de ascensor directo,  dos cómodas salas con chimenea,  comedor principal y auxiliar con amplio balcón,  concina tipo americano en isla,  baño social,  CBS,  zona de ropas independiente,  estudio,  tres habitaciones con baño privado,  principal con vestier y cómodo balcón,  hermosa vista e iluminación natural,  tres parqueaderos. doble portería,  cancha de squash,  vigilancia 24h,  CCTV...",finca_raiz,2024-06-14 19:08:58.527,7955281_finca_raiz,False,POINT (-74.02909851074219 4.710732460021973),BELLA SUIZA,USAQUEN,"[0.054333939148250306, 0.05518670516792331, 0.07581415563728243, 0.10890095762435903, 0.14757555841912012]","['AK 7 - CL 132 (BD-064A)', 'AK 7 - CL 132 (246A01)', 'AK 7 - CL 132 (246B01)', 'AC 134 - AK 7 (033A01)', 'AK 7 - CL 130 (248A01)']","[2.635362920669865, 2.735172638229113, 2.8661795949780426, 2.9736109008736262, 3.2092818439447495]","['Prado', 'Alcalá', 'Calle 127', 'Calle 142', 'Calle 146']","['Autonorte', 'Autonorte', 'Autonorte', 'Autonorte', 'Autonorte']","['AK 7', 'AK 7', 'AK 7', 'Cl 134', 'AK 7']",PARQUE METROPOLITANO EL COUNTRY,1.26,1,0.9888022945835573,4121822.690647482,139.0
10605429,736000000.0,500000,4.745,-74.067,63.14579909953847,1.4557794745205215,1.0761821293247895,-0.22917471770414288,2.8591290307912667,Bueno,15,0.8505663016452616,1.7579674110149894,"Encantador apartamento en venta ubicado en Gilmar, con una generosa área de 134 metros cuadrados. Esta residencia ofrece un estilo de vida de lujo y comodidad con sus 3 amplias habitaciones y 3 baños exquisitamente diseñados, además de 1 baño y 1 habitación de servicio. Con la conveniencia de 2 plazas de garaje, 1 depósito, estudio para trabajar desde casa y una zona de lavandería, cada detalle ha sido cuidadosamente pensado para tu comodidad. Disfruta de las noches acogedoras frente a la chimenea a leña o relájate en el balcón mientras contemplas las vistas. La cocina cerrada está equipada con un moderno calentador de gas a paso. Además, el conjunto residencial ofrece un estilo de vida privilegiado con 2 ascensores para tu comodidad, zonas verdes para pasear, un salón comunal para tus eventos sociales, un gimnasio para mantenerte en forma, cancha de squash y una refrescante piscina para disfrutar en los días soleados. Con accesos principales por la Avenida Boyacá, la Calle 153.",finca_raiz,2024-06-14 19:08:58.721,10605429_finca_raiz,False,POINT (-74.067 4.745),GILMAR,SUBA,"[0.22953049880639978, 0.2763196749067934, 0.27981954730300945, 0.31010616520814277, 0.31839560166900244]","['AV. Boyacá - AC 153 (051A02)', 'AV. Boyacá - CL 163 (113A02)', 'CL 160 - KR 64 (220A02)', 'AV. Boyacá - CL 163  (112A02)', 'AV. Boyacá - AC 153 (052A02)']","[1.8676761699956792, 2.1347971191571693, 2.1425478080658635, 2.190418186139959, 2.285658137848478]","['21 Ángeles', 'Calle 161', 'Gratamira', 'Toberin - Foundever', 'Mazurén']","['Suba', 'Autonorte', 'Suba', 'Autonorte', 'Autonorte']","['AV. Boyacá', 'AV. Boyacá', 'CL 160', 'AV. Boyacá', 'AV. Boyacá']",PARQUE ZONAL EL TOMILLAR,0.83,1,0.23331235053960533,2595041.3223140496,121.0
7704059,900000000.0,370000,4.739279316033993,-74.06375849246977,66.44446024652929,1.9410392993606953,1.434909505766386,-0.22917471770414288,2.8591290307912667,Excelente,7,0.8505663016452616,1.7579674110149894,"Hermoso apartamento,  vista exterior,  buena iluminación,  área 141mtrs2,  piso 7,  consta de 3 habitaciones más servicio,  4 baños,  hall d alcobas,  sala comedor,  balcón,  chimenea,  estudio,  cocina integral,  zona de lavandería,  terraza,  2 garajes,  depósito. Vigilancia las 24 horas,  gimnasio,  cancha squash,  sauna,  turco,  piscina,  parque para niños. Acceso a vías como Av. Boyacá,  carrera 54,  centro(s) comercial,  parques,  supermercados..",finca_raiz,2024-06-14 19:08:58.921,7704059_finca_raiz,False,POINT (-74.06375849246977 4.739279316033993),EL PLAN,SUBA,"[0.002405625370535257, 0.10815375195489361, 0.11054210774380979, 0.15515175360501904, 0.2180980331593352]","['CL 152B - KR 58C (344A02)', 'KR 59 - CL 152 (208A02)', 'CL 152B - KR 58 (310A02)', 'KR 59 - CL 152-48 (209A02)', 'AV. Boyacá - CL 152B  (110A02)']","[1.6937875386539234, 1.7721807744974936, 1.8001731365267715, 1.8040887961886303, 1.9420496436804902]","['Mazurén', 'Calle 161', 'Gratamira', 'Calle 146', '21 Ángeles']","['Autonorte', 'Autonorte', 'Suba', 'Autonorte', 'Suba']","['CL 152B', 'KR 59', 'CL 152B', 'KR  59', 'AV. Boyacá']",PARQUE VECINAL DESARROLLO CANTALEJO URBANIZACIÓN CANTALEJO MANZANA B,0.79,1,-0.4836847760902909,4381877.642105263,95.0
10957061,310000000.0,326700,4.738683982165,-74.041365009752,33.45784877662113,0.9705196496803477,1.0761821293247895,-0.22917471770414288,7.147822576978166,,4,0.4252831508226308,1.4063739288119916,"Si estás en la búsqueda del primer apartamento para ti, te felicitamos porque acá lo acabas de encontrar. En el barrio Villas del Mediterráneo al norte de Bogotá. Muy cerca del Liceo Cervantes y de la Iglesia Santa María Magdalena. Fácil accesibilidad y a la ciclo-ruta de la Carrera 19. Rodeado de parques vecinales. Acogedor apartamento de 71 m2 construidos, muy iluminado. Muy buena distribución. Baños y cocina remodelados. Pisos en cerámica. Sala-comedor amplia con chimenea. Cocina independiente con área de ropas. Tres habitaciones. La principal con su baño privado. Mientras que las dos auxiliares comparten un baño completo Ubicado en 4to piso sin ascensor. Con áreas de circulación y escaleras amplias. Un parqueadero cubierto. Conjunto cerrado que ofrece Vigilancia 24 horas, CCTV, y amplias caminerías. Así como bonitos y bien tenidos jardines, dos salones comunales y unas pequeñas tiendas que atienden al interior  del conjunto. Parqueadero de visitantes. A un excelente precio.",finca_raiz,2024-06-14 19:08:59.113,10957061_finca_raiz,False,POINT (-74.041365009752 4.738683982165),ESTRELLA DEL NORTE,USAQUEN,"[0.1869589248503808, 0.19873040787427318, 0.21374523004594514, 0.2264629761245155, 0.2268650751623157]","['AC 161 - KR 16C (073A01)', 'AC 161 - KR 16C (076A01)', 'AK 19 - CL 160 (545A01)', 'AK 19 - CL 160 (309A01)', 'AK 19 - CL 154 (287A01)']","[0.8168393154831901, 0.9823138298662575, 1.0603511746621959, 1.276182213901927, 1.6607536400524454]","['Calle 161', 'Mazurén', 'Toberin - Foundever', 'Calle 146', 'Calle 142']","['Autonorte', 'Autonorte', 'Autonorte', 'Autonorte', 'Autonorte']","['AV. de las Orquídeas', 'Cl 161', 'AK 19', 'AK 19', 'AK 19']",PARQUE VECINAL DESARROLLO ESTRELLA DEL NORTE,0.42,1,-1.4508680262967355,3073503.6461538463,65.0
10949937,640000000.0,630000,4.658591230107066,-74.05748190178439,42.41135760416763,0.9705196496803477,0.717454752883193,-0.22917471770414288,7.147822576978166,,8,0.4252831508226308,1.4063739288119916,"Lindo apartamento, u oficina, esquinero,con  vista ecepcional , Excelente ubicacio la lado el gimnasio moderno. sala comedor  amplia. cocina adaptada para oficina,  dos habitaciones con closet y 2 baños,  espacios de almacenaje,  garaje propio,  edicioo , con recepcion y  vigilancia ,   de oficinas y vivienda,
precio negociable,",finca_raiz,2024-06-14 19:08:59.320,10949937_finca_raiz,False,POINT (-74.05748190178439 4.658591230107066),PORCIUNCULA,CHAPINERO,"[0.07561903742373155, 0.11240688983935716, 0.1135243989753591, 0.12706959011231792, 0.1937943019051786]","['CL 73 - KR 9 (711A00)', 'AK 11 - CL 74 (225A00)', 'AK 11 - AC 72 (226B00)', 'AK 11 - AC 72 (226A00)', 'AC 72 - KR 10 (315A00)']","[0.5098341477980011, 0.6473014074027272, 0.7381211868149076, 1.106755370105623, 1.3972062607553446]","['Calle 72', 'Calle 76 - San Felipe', 'Flores – Areandina', 'Héroes - Gel´Hada', 'Calle 63']","['Caracas', 'Caracas', 'Caracas', 'Autonorte', 'Caracas']","['Cl 73', 'AK 11', 'AK 11', 'AK 11', 'AC 72']",PARQUE ZONAL GUSTAVO URIBE BOTERO,1.07,1,-1.9036837756718121,5398666.666666667,60.0
5173236,980000000.0,0,4.70835018157959,-74.0777587890625,212.05678802083816,1.4557794745205215,1.434909505766386,-0.22917471770414288,7.147822576978166,Excelente,2,0.8505663016452616,1.7579674110149894,"Presentamos esta excepcional residencia en Niza Sur, donde la tradición se une a la adaptabilidad en un equilibrio perfecto. Con una parcela de 367m2 (14m x 22m), esta propiedad ofrece espacios amplios y luminosos, conservando su encanto clásico con detalles en madera. Es ideal para inversores que buscan comodidad y flexibilidad. Ubicada en un entorno residencial tranquilo, pero cercano a restaurantes, parques, escuelas y vías principales. No pierda la oportunidad de invertir en esta cautivadora propiedad.",finca_raiz,2024-06-14 19:08:59.639,5173236_finca_raiz,False,POINT (-74.0777587890625 4.70835018157959),NIZA SUR,SUBA,"[0.18292530844885066, 0.2408249046708711, 0.27398491669535235, 0.29771558228242223, 0.30858084825578047]","['AC 127 - KR 71B (188A03)', 'AC 127 - AV. Boyacá  (187A03)', 'AC 127 - KR 71 (185A03)', 'AV. Boyacá - AC 127 (004A03)', 'AV. Boyacá - AC 127 (004B03)']","[0.7258702762814625, 0.7606430152226948, 1.3402951997657089, 1.4853698226860603, 1.9072940265804235]","['Niza - Calle 127', 'Humedal Córdoba', 'Suba - Calle 116', 'Suba - AV. Boyacá', 'AV. Boyacá']","['Suba', 'Suba', 'Suba', 'Suba', 'Calle 80']","['AC 127', 'AC 127', 'AC 127', 'AV. Boyacá', 'AV. Boyacá']",PARQUE VECINAL AGRUPACIÓN DE VIVIENDA EN BALCON DE LINDARAJA,0.75,1,-0.6128901713047739,4557954.545454546,88.0
10773891,427000000.0,325000,4.744439,-74.03280079999999,38.64145915046384,0.9705196496803477,1.0761821293247895,-0.22917471770414288,2.8591290307912667,,2,0.4252831508226308,1.4063739288119916,"Hermoso apartamento joven con bonitos acabados modernos y funcionales y excelente distribución de los espacios que gracias a su ubicación, que apunta hacia el Occidente, goza de buena iluminación. Cuenta con tres habtaciones, cocina tipo americano, zona de lavandería independiente, dos baños y una zona social amplia con un pequeño balcón. Cuenta con magnífica ubicación cerca de la Fundación Cardioinfantil y de vías principales que facilitan la salida y el acceso a la zona. Cuenta con gimnasio, salón social, parque infantil, sauna y turco, cancha deportiva, terraza comunal, garajes para visitantes y seguridad 24 horas.",finca_raiz,2024-06-14 19:08:59.837,10773891_finca_raiz,False,POINT (-74.03280079999999 4.744439),LA PRADERA NORTE,USAQUEN,"[0.12493383742072432, 0.13643199261384353, 0.25847177640430596, 0.3254578168778978, 0.35139594873271346]","['AK 9 - CL 166 (127A01)', 'AK 9 - CL 165A (126A01)', 'CL 165 - KR 8H (100A01)', 'AK 9 - CL 168 (128A01)', 'AK 9 - CL 168 (129A01)']","[1.6150649770485679, 1.7060203545674004, 1.8527176201650737, 2.1237012887576867, 2.4137677099056094]","['Toberin - Foundever', 'Calle 161', 'Portal Norte', 'Mazurén', 'Calle 146']","['Autonorte', 'Autonorte', 'Autonorte', 'Autonorte', 'Autonorte']","['AK 9', 'AK 9', 'Cl 165', 'AK 9', 'AK 9']",PARQUE VECINAL URBANIZACIÓN TOBERIN,0.77,1,-1.9534294544239486,3907000.0,50.0
10769741,1250000000.0,0,4.6346074,-74.07539820000001,114.5106655312526,1.4557794745205215,1.434909505766386,-0.22917471770414288,7.147822576978166,,2,0.0,1.4063739288119916,"CASA COMERCIAL Y/O RESIDENCIAL, ubicada cerca de la cra. 24 con calle 45 A., con 22 mts de fondo X 19 mts de frente. Primer piso con 3 locales amplios (50 mts, 70 mts y 90 mts respectivamente). En el segundo piso, se puede acondicionar un apartamento o una empresa grande, ya que consta de 4 habitaciones o salones, 3 baños, RENTA MENSUAL: $ 10.000.000.",finca_raiz,2024-06-14 19:09:00.034,10769741_finca_raiz,False,POINT (-74.07539820000001 4.6346074),PALERMO,TEUSAQUILLO,"[0.049133440310883264, 0.10495352833315294, 0.1286285889462289, 0.14507999407124175, 0.15812973674468375]","['AK 24 - CL 45A (025A00)', 'AK 24 - CL 45B (875A00)', 'AC 45 - KR 22 (077A00)', 'AC 45 - KR 25A (275A00)', 'AC 45 - KR 25A (274A00)']","[0.5167381132406625, 0.6615034066709344, 0.90526626408574, 0.9917325738526492, 1.011014429230107]","['Universidad Nacional', 'AV. ElDorado', 'Calle 45 - American School Way', 'Ciudad Universitaria - Lotería de Bogotá', 'Marly']","['NQS', 'NQS', 'Caracas', 'Calle 26', 'Caracas']","['AK 24', 'AK 24', 'AC 45', 'AC 45', 'AC 45']",PARQUE ESCENARIO DEPORTIVO EL CAMPINCITO - CEAD,1.32,1,-1.3504012006341166,2267000.0,70.0
10884030,4250000000.0,3640000,4.6765877,-74.04125900000001,155.97954852199427,2.4262991242008694,1.434909505766386,-0.22917471770414288,2.8591290307912667,,3,0.0,2.1095608932179877,"Increible apartamento en venta en TORRE AGUA edificio exclusivo en Bogotá con los excelentes acabados y amplios espacios, cuatro habitaciones, sala, comedor, chimenea, estudio, balcon, cuarto y baño de servicio, cocina integral, deposito, 4 parqueaderos, cuenta con 3000 M2 de zonas comunales, sauna, turco, jacuzzi, ascensor directamente al apartamento, piscina, salon comunal, cctv, parqueadero de visitantes, gimnasio, porteria en una de las zonas más tranquilas de Chicó. Cercano al parque de la 93.",finca_raiz,2024-06-14 19:09:00.251,10884030_finca_raiz,False,POINT (-74.04125900000001 4.6765877),CHICO NORTE II SECTOR,CHAPINERO,"[0.1606666406628401, 0.17159331463924926, 0.18800711856448293, 0.22919189783456198, 0.23960830247930046]","['AK 7 - CL 94 (344A00)', 'AK 7 - CL 94 (BD-038A)', 'KR 9 - CL 95 (886A00)', 'AK 7 - CL 94 (BD-039A)', 'AC 94 - KR 9 (871A00)']","[1.9686275925284857, 1.9969561726215472, 2.0917456338299925, 2.3112780155021393, 2.461084957128903]","['Virrey', 'Calle 100 - Marketmedios', 'Calle 85', 'Héroes - Gel´Hada', 'Calle 106']","['Autonorte', 'Autonorte', 'Autonorte', 'Autonorte', 'Autonorte']","['AK 7', 'AK 7', 'KR 9', 'AK 7', 'AC 94']",PARQUE VECINAL URBANIZACIÓN LA CABRERA,1.24,1,-0.7213937711387932,2189189.189189189,74.0
10956249,275000000.0,190000,4.750309,-74.08185329999999,31.572899549769236,0.9705196496803477,1.0761821293247895,-0.22917471770414288,2.8591290307912667,,2,0.4252831508226308,1.4063739288119916,"Espectacular apartamento de 67 mtrs, excelente estado como nuevo, unico con pisos en madera maciza tipo bambu en su totalidad dandole un ambiente de calidez y sofisticación, iluminación led, vista exterior con buena iluminación natural, 3 alcobas (principal con baño y balcón propio), 2 baños, sala comedor con ventanales de piso a techo, cocina integral a gas con zona de lavanderías, puerta de acceso de seguridad y blindada, se entrega en su totalidad encortinado con blackouts, garaje propio cubierto más deposito, club hose, gym, guardería, portería, vigilancia y recepción las 24 horas. Cerca colegio San Jorge de Inglaterra, excelentes rutas de accseso Av Sub, Av Cali, ,Cll 170, via Cota, vía la conejera, documentación al día libre de deudas e hipotecas listo para escriturar.",finca_raiz,2024-06-14 19:09:00.468,10956249_finca_raiz,False,POINT (-74.08185329999999 4.750309),TUNA ALTA,SUBA,"[0.10102813368872733, 0.19119479760982352, 0.2030595466331437, 0.20969972930316272, 0.21654331876677724]","['KR 92 - AC 153 (037A03)', 'KR 90 - CL 154 (484A03)', 'KR 90 - CL 154A (483A03)', 'KR 92 - CL 152A  (038A03)', 'CL 153 - KR 94 (626A03)']","[1.336320262987798, 1.3920605617360087, 1.430681069758244, 1.6577276490023978, 2.6736676962234394]","['La Campiña', 'Suba - TV. 91', 'Portal Suba', '21 Ángeles', 'Gratamira']","['Suba', 'Suba', 'Suba', 'Suba', 'Suba']","['KR  92', 'KR 90', 'KR 90', 'KR  92', 'Cl 153']",PARQUE VECINAL URBANIZACIÓN VALLE DE REFOUS,1.01,1,,,
10525249,230000000.0,160000,4.6392763,-74.0766125,14.13711920138921,0.4852598248401738,0.3587273764415965,-0.22917471770414288,1.072173386546725,,4,0.0,1.4063739288119916,".Apartaestudio en venta en Bogotá D.C.

Disfruta de la comodidad y la funcionalidad en este apartaestudio en venta en Bogotá D.C. este inmueble te ofrece un amplio espacio de 30 M2 construidos y una distribución perfecta en 30 M2 privados.

El apartaestudio cuenta con 1 baño completo, ideal para una sola persona o pareja que buscan un espacio acogedor en la capital colombiana. Además, cuenta con características internas de lujo como armarios empotrados en la habitación, balcón para disfrutar de la vista panorámica de la ciudad y un sistema de calefacción con calentador incluido.Una de las mayores ventajas de este apartaestudio es su moderna cocina integral, con un diseño tipo americano que ofrece una sensación de amplitud y funcionalidad. También cuenta con una zona de lavandería integrada, para mayor comodidad en tus labores del hogar.Fuera del apartaestudio, encontrarás un entorno perfecto para vivir. Con acceso pavimentado, áreas sociales, ascensor y una zona de barbacoa y parrilla, podrás disfrutar de momentos únicos de relajación y entretenimiento. Además, la ubicación cercana a centros comerciales, colegios y universidades, gimnasio y parques, te ofrece una variedad de opciones para tu día a día.El edificio cuenta con portería y recepción para mayor seguridad y comodidad, y un salón comunal para eventos y reuniones. La ubicación sobre vía principal te permite un fácil acceso al transporte público, mientras que la cercanía a zonas comercial",finca_raiz,2024-06-14 19:09:00.665,10525249_finca_raiz,False,POINT (-74.0766125 4.6392763),ALFONSO LOPEZ,TEUSAQUILLO,"[0.24717819663344584, 0.2670765999243459, 0.27836041028772074, 0.27841719554180633, 0.3113049579307321]","['AK 24 - CL 49 (024A00)', 'AK 24 - CL 49 (160A00)', 'AV. NQS - CL 48 (210A00)', 'KR 28 - CL 52 (523A00)', 'CL 51 - KR 23 (526A00)']","[0.38428359860903943, 0.7187063694167882, 1.0233999718495141, 1.107546286272989, 1.2079050333714818]","['Universidad Nacional', 'Campín - UAN', 'AV. ElDorado', 'Marly', 'Ciudad Universitaria - Lotería de Bogotá']","['NQS', 'NQS', 'NQS', 'Caracas', 'Calle 26']","['AK 24', 'AK 24', 'AV. NQS', 'KR 28', 'Cl 51']",PARQUE ESCENARIO DEPORTIVO EL CAMPINCITO - CEAD,0.78,1,,,
10643431,290000000.0,365000,4.707,-74.06,25.91805186921355,0.4852598248401738,0.3587273764415965,-0.22917471770414288,5.479997309016594,Bueno,4,0.4252831508226308,1.7579674110149894,"GRAN OPORTUNIDAD excelente apartamento en uno de los mejores sectores de la ciudad a unas cuadras del Transmilenio de la autopista norte con salida sobre la 127 y sobre la 126 aparta estudio de 55 mts vista interior sala comedor con chimenea y balcón, cocina integral, zona de lavandería baño independiente, alcoba principal con Vestier, parqueadero propio y cubierto buena iluminación zona bastante tranquila",finca_raiz,2024-06-14 19:09:00.884,10643431_finca_raiz,False,POINT (-74.06 4.707),BATAN,SUBA,"[0.0627809108557533, 0.11596778147976532, 0.3913302803848157, 0.4271751157017532, 0.4304391415615946]","['AC 127 - KR 51A  (144A02)', 'AC 127 - KR 51A (146A02)', 'AC 127 - KR 54 (138A02)', 'AC 127 - KR 46 (145A02)', 'AC 127 - KR 54A (147A02)']","[0.6912434687642166, 1.115996437328736, 1.1769167641065585, 1.2356580610384682, 1.3904787027143237]","['Calle 127', 'Pepe Sierra', 'Prado', 'Humedal Córdoba', 'Suba - Calle 116']","['Autonorte', 'Autonorte', 'Autonorte', 'Suba', 'Suba']","['AC 127', 'AC  127', 'AC 127', 'AC 127', 'AC  127']",PARQUE ZONAL ATABANZA,0.33,1,,,
10671507,780000000.0,829700,4.7186876,-74.0307467,90.47756288889094,2.4262991242008694,1.0761821293247895,-0.22917471770414288,5.479997309016594,,3,0.8505663016452616,1.4063739288119916,"Esta hermosa casa  ofrece un amplio espacio de 192 mts, 28 años de antigüedad, perfectamente diseñada para combinar comodidad y estilo. cuenta con 3 habitaciones ideales para familias o para quienes buscan un espacio adicional  oficina o estudio. 04 baños, un punto destacado de esta propiedad es su Domo que proporciona iluminación natural, cuenta con BBQ perfecto para reuniones, 2 parqueaderos independientes, 2 depósitos, 1 cuarto de servicio con su baño en sótano, un toque distintivo de esta casa es su Jacuzzi y Tina proporcionando un espacio de relajación y bienestar, este hogar esta diseñado con todas las comodidades, funcionalidad y rodeado de zonas verdes, parque Belmira, restaurantes Gourmet, muy cerca a universidad el Bosque, colegios y a una cuadra del centro comercial Palatino. excelentes vias de acceso en especial cra 7 calle 140 cra 9, su ubicación es privilegiada sector Belmira, No pierdas la oportunidad de hacer de este espacio tu nuevo hogar.",finca_raiz,2024-06-14 19:09:01.353,10671507_finca_raiz,False,POINT (-74.0307467 4.7186876),CEDRITOS,USAQUEN,"[0.17798741613894042, 0.18846491602327195, 0.21715344584107849, 0.23587312974641303, 0.2622672690319683]","['AK 9 - Cl141 (053A01)', 'CL 140 - KR 7C (093A01)', 'AK 9 - CL 140 (052A01)', 'AK 9 - CL 141A (205A01)', 'CL 140 - KR 7A (322A01)']","[2.3110987098371205, 2.3707574901507193, 2.4612803857505763, 2.512034647397753, 2.704548364486298]","['Alcalá', 'Calle 142', 'Prado', 'Calle 146', 'Mazurén']","['Autonorte', 'Autonorte', 'Autonorte', 'Autonorte', 'Autonorte']","['AK 9', 'Cl 140', 'AK 9', 'AK 9', 'Cl 140']",PARQUE VECINAL NUEVA URBANIZACIÓN EL CEDRITO,0.61,1,,,
6740637,2460000000.0,2317222,4.665026664733887,-74.04495239257812,122.99293705208612,1.9410392993606953,1.0761821293247895,-0.22917471770414288,2.8591290307912667,Excelente,0,1.2758494524678925,2.1095608932179877,"deBedout inmobiliaria presenta en esta ocasión un apartamento de 261 m2,  en uno de los mejores sectores de la ciudad,  El Retiro. Para mayor información visita nuestra pag web www.debedout.co.",finca_raiz,2024-06-14 19:09:01.771,6740637_finca_raiz,False,POINT (-74.04495239257812 4.665026664733887),EL REFUGIO,CHAPINERO,"[0.12274806807227849, 0.13294575042078247, 0.17913130256852322, 0.20485111036079975, 0.20941798176272244]","['KR 5 - CL 85 (599A00)', 'KR 5 - CL 86 (598A00)', 'AK 7 - CL 87 (BD-035A)', 'AK 7 - AC 85 (040A00)', 'AK 7 - AC 85 (363A00)']","[1.7370610130437902, 1.8183637502787102, 1.820915899805512, 1.9786958160621504, 2.0415764951858657]","['Héroes - Gel´Hada', 'Calle 85', 'Calle 76 - San Felipe', 'Virrey', 'Calle 72']","['Autonorte', 'Autonorte', 'Caracas', 'Autonorte', 'Caracas']","['KR  5', 'KR  5', 'AK 7', 'AK 7', 'AK 7']",PARQUE VECINAL URBANIZACIÓN LA CABRERA,0.82,1,,,
10310929,1250000000.0,1013000,4.684811,-74.045,90.00632558217796,1.4557794745205215,1.0761821293247895,-0.22917471770414288,2.8591290307912667,,1,0.8505663016452616,2.1095608932179877,"PADS te presenta este moderno y lindo apartamento ubicado en el Rincón del Chico, con una ubicación estratégica, y diferentes opciones de vias de acceso.

Al ingresar encontrarás un amplio espacio, iluminado, sala comedor integrado con su cocina abierta, cuarto de servicio y baño social. 
El apartamento se destaca por sus detalles y diseño de iluminación en el techo, sus grandes ventanales permitiendo una panorámica de la  ciudad   para disfrutar a cualquier hora del día.

Al Ingresar a su zona privada nos encontramos con sala de Tv, que nos conecta con las tres alcobas de excelente tamaño y comodidad , la principal con su baño privado. 

Aprovecha esta  oportunidad, agenda tu cita!",finca_raiz,2024-06-14 19:09:01.965,10310929_finca_raiz,False,POINT (-74.045 4.684811),RINCON DEL CHICO,USAQUEN,"[0.12450512607413865, 0.129157674861996, 0.16327145425454867, 0.173686153186145, 0.17671450924402482]","['AC 100 - KR 11B (001B01)', 'AC 100 - KR 13 (001A01)', 'AC 100 - KR 11B (215B00)', 'AC 100 - KR 14 (215C00)', 'AC 100 - KR 11B (215A00)']","[1.4102838608598582, 1.5362805098713896, 1.8365033558555672, 1.8692481963035485, 2.0119011147449783]","['Calle 100 - Marketmedios', 'Calle 106', 'Virrey', 'Pepe Sierra', 'Suba - Calle 95']","['Autonorte', 'Autonorte', 'Autonorte', 'Autonorte', 'Suba']","['AC 100', 'AC 100', 'AC 100', 'AC 100', 'AC 100']",PARQUE METROPOLITANO EL COUNTRY,2.29,1,,,
6872758,360000000.0,0,4.639305591583252,-74.17224884033203,140.42871740046616,2.911558949041043,4.663455893740755,-0.0,2.8591290307912667,Bueno,4,0.4252831508226308,0.7031869644059958,"Se vende casa rentable en el barrio las Brisas (a pocas cuadras de Av Guayacanes) con un área de terreno de 72 M2 cerca de vías cercanas y de acceso como Av. Villavicencio,  Avenida Ciudad de Cali transporte masivo como Transmilenio alimentadores,  cerca del portal américas,  colegios cercanos Liceo Cultural Mosquera,  Instituto Técnico Rodrigo Triana,  parques zonas verdes como parque las Brisas , parque Dindalito Bellavista y parque Patio Bonito.",finca_raiz,2024-06-14 19:09:02.173,6872758_finca_raiz,False,POINT (-74.17224884033203 4.639305591583252),CIUDAD DE CALI,KENNEDY,"[0.08000862970337612, 0.09664149723615684, 0.12355531480576913, 0.12997897580621795, 0.14591350449485357]","['CL 42A Sur - KR 90 (388A08)', 'CL 42A Sur - KR 90D (389A08)', 'KR 91 - CL 42 Sur (393A08)', 'KR 91 - CL 42-21 Sur (392A08)', 'KR 89C - CL 42 Sur (391A08)']","[1.087499507440067, 1.1071727210729756, 1.4386866713402195, 2.308144647522627, 3.0667669619294045]","['Patio Bonito', 'Portal Américas', 'Biblioteca Tintal', 'Transversal 86', 'Banderas']","['Americas', 'Americas', 'Americas', 'Americas', 'Americas']","['CL 42A S', 'CL 42A S', 'KR  91', 'KR  91', 'KR  89C']",PARQUE ZONAL PATIO BONITO,0.9,1,,,
